talker_id,token_class,codec_id,source_code_rule,observed_count,observed_in_final_support,observed_as_sampled_token,notes
2194,reserved,-1,special,0,0,0,
2195,reserved,-1,special,0,0,0,
2196,reserved,-1,special,0,0,0,
2197,reserved,-1,special,0,0,0,
2198,reserved,-1,special,0,0,0,
2199,reserved,-1,special,0,0,0,
2200,reserved,-1,special,0,0,0,
2201,reserved,-1,special,0,0,0,
2202,reserved,-1,special,0,0,0,
2203,reserved,-1,special,0,0,0,
2204,reserved,-1,special,0,0,0,
2205,reserved,-1,special,0,0,0,
2206,reserved,-1,special,0,0,0,
2207,reserved,-1,special,0,0,0,
2208,reserved,-1,special,0,0,0,
2209,reserved,-1,special,0,0,0,
2210,reserved,-1,special,0,0,0,
2211,reserved,-1,special,0,0,0,
2212,reserved,-1,special,0,0,0,
2213,reserved,-1,special,0,0,0,
2214,reserved,-1,special,0,0,0,
2215,reserved,-1,special,0,0,0,
2216,reserved,-1,special,0,0,0,
2217,reserved,-1,special,0,0,0,
2218,reserved,-1,special,0,0,0,
2219,reserved,-1,special,0,0,0,
2220,reserved,-1,special,0,0,0,
2221,reserved,-1,special,0,0,0,
2222,reserved,-1,special,0,0,0,
2223,reserved,-1,special,0,0,0,
2224,reserved,-1,special,0,0,0,
2225,reserved,-1,special,0,0,0,
2226,reserved,-1,special,0,0,0,
2227,reserved,-1,special,0,0,0,
2228,reserved,-1,special,0,0,0,
2229,reserved,-1,special,0,0,0,
2230,reserved,-1,special,0,0,0,
2231,reserved,-1,special,0,0,0,
2232,reserved,-1,special,0,0,0,
2233,reserved,-1,special,0,0,0,
2234,reserved,-1,special,0,0,0,
2235,reserved,-1,special,0,0,0,
2236,reserved,-1,special,0,0,0,
2237,reserved,-1,special,0,0,0,
2238,reserved,-1,special,0,0,0,
2239,reserved,-1,special,0,0,0,
2240,reserved,-1,special,0,0,0,
2241,reserved,-1,special,0,0,0,
2242,reserved,-1,special,0,0,0,
2243,reserved,-1,special,0,0,0,
2244,reserved,-1,special,0,0,0,
2245,reserved,-1,special,0,0,0,
2246,reserved,-1,special,0,0,0,
2247,reserved,-1,special,0,0,0,
2248,reserved,-1,special,0,0,0,
2249,reserved,-1,special,0,0,0,
2250,reserved,-1,special,0,0,0,
2251,reserved,-1,special,0,0,0,
2252,reserved,-1,special,0,0,0,
2253,reserved,-1,special,0,0,0,
2254,reserved,-1,special,0,0,0,
2255,reserved,-1,special,0,0,0,
2256,reserved,-1,special,0,0,0,
2257,reserved,-1,special,0,0,0,
2258,reserved,-1,special,0,0,0,
2259,reserved,-1,special,0,0,0,
2260,reserved,-1,special,0,0,0,
2261,reserved,-1,special,0,0,0,
2262,reserved,-1,special,0,0,0,
2263,reserved,-1,special,0,0,0,
2264,reserved,-1,special,0,0,0,
2265,reserved,-1,special,0,0,0,
2266,reserved,-1,special,0,0,0,
2267,reserved,-1,special,0,0,0,
2268,reserved,-1,special,0,0,0,
2269,reserved,-1,special,0,0,0,
2270,reserved,-1,special,0,0,0,
2271,reserved,-1,special,0,0,0,
2272,reserved,-1,special,0,0,0,
2273,reserved,-1,special,0,0,0,
2274,reserved,-1,special,0,0,0,
2275,reserved,-1,special,0,0,0,
2276,reserved,-1,special,0,0,0,
2277,reserved,-1,special,0,0,0,
2278,reserved,-1,special,0,0,0,
2279,reserved,-1,special,0,0,0,
2280,reserved,-1,special,0,0,0,
2281,reserved,-1,special,0,0,0,
2282,reserved,-1,special,0,0,0,
2283,reserved,-1,special,0,0,0,
2284,reserved,-1,special,0,0,0,
2285,reserved,-1,special,0,0,0,
2286,reserved,-1,special,0,0,0,
2287,reserved,-1,special,0,0,0,
2288,reserved,-1,special,0,0,0,
2289,reserved,-1,special,0,0,0,
2290,reserved,-1,special,0,0,0,
2291,reserved,-1,special,0,0,0,
2292,reserved,-1,special,0,0,0,
2293,reserved,-1,special,0,0,0,
2294,reserved,-1,special,0,0,0,
2295,reserved,-1,special,0,0,0,
2296,reserved,-1,special,0,0,0,
2297,reserved,-1,special,0,0,0,
2298,reserved,-1,special,0,0,0,
2299,reserved,-1,special,0,0,0,
2300,reserved,-1,special,0,0,0,
2301,reserved,-1,special,0,0,0,
2302,reserved,-1,special,0,0,0,
2303,reserved,-1,special,0,0,0,
2304,reserved,-1,special,0,0,0,
2305,reserved,-1,special,0,0,0,
2306,reserved,-1,special,0,0,0,
2307,reserved,-1,special,0,0,0,
2308,reserved,-1,special,0,0,0,
2309,reserved,-1,special,0,0,0,
2310,reserved,-1,special,0,0,0,
2311,reserved,-1,special,0,0,0,
2312,reserved,-1,special,0,0,0,
2313,reserved,-1,special,0,0,0,
2314,reserved,-1,special,0,0,0,
2315,reserved,-1,special,0,0,0,
2316,reserved,-1,special,0,0,0,
2317,reserved,-1,special,0,0,0,
2318,reserved,-1,special,0,0,0,
2319,reserved,-1,special,0,0,0,
2320,reserved,-1,special,0,0,0,
2321,reserved,-1,special,0,0,0,
2322,reserved,-1,special,0,0,0,
2323,reserved,-1,special,0,0,0,
2324,reserved,-1,special,0,0,0,
2325,reserved,-1,special,0,0,0,
2326,reserved,-1,special,0,0,0,
2327,reserved,-1,special,0,0,0,
2328,reserved,-1,special,0,0,0,
2329,reserved,-1,special,0,0,0,
2330,reserved,-1,special,0,0,0,
2331,reserved,-1,special,0,0,0,
2332,reserved,-1,special,0,0,0,
2333,reserved,-1,special,0,0,0,
2334,reserved,-1,special,0,0,0,
2335,reserved,-1,special,0,0,0,
2336,reserved,-1,special,0,0,0,
2337,reserved,-1,special,0,0,0,
2338,reserved,-1,special,0,0,0,
2339,reserved,-1,special,0,0,0,
2340,reserved,-1,special,0,0,0,
2341,reserved,-1,special,0,0,0,
2342,reserved,-1,special,0,0,0,
2343,reserved,-1,special,0,0,0,
2344,reserved,-1,special,0,0,0,
2345,reserved,-1,special,0,0,0,
2346,reserved,-1,special,0,0,0,
2347,reserved,-1,special,0,0,0,
2348,reserved,-1,special,0,0,0,
2349,reserved,-1,special,0,0,0,
2350,reserved,-1,special,0,0,0,
2351,reserved,-1,special,0,0,0,
2352,reserved,-1,special,0,0,0,
2353,reserved,-1,special,0,0,0,
2354,reserved,-1,special,0,0,0,
2355,reserved,-1,special,0,0,0,
2356,reserved,-1,special,0,0,0,
2357,reserved,-1,special,0,0,0,
2358,reserved,-1,special,0,0,0,
2359,reserved,-1,special,0,0,0,
2360,reserved,-1,special,0,0,0,
2361,reserved,-1,special,0,0,0,
2362,reserved,-1,special,0,0,0,
2363,reserved,-1,special,0,0,0,
2364,reserved,-1,special,0,0,0,
2365,reserved,-1,special,0,0,0,
2366,reserved,-1,special,0,0,0,
2367,reserved,-1,special,0,0,0,
2368,reserved,-1,special,0,0,0,
2369,reserved,-1,special,0,0,0,
2370,reserved,-1,special,0,0,0,
2371,reserved,-1,special,0,0,0,
2372,reserved,-1,special,0,0,0,
2373,reserved,-1,special,0,0,0,
2374,reserved,-1,special,0,0,0,
2375,reserved,-1,special,0,0,0,
2376,reserved,-1,special,0,0,0,
2377,reserved,-1,special,0,0,0,
2378,reserved,-1,special,0,0,0,
2379,reserved,-1,special,0,0,0,
2380,reserved,-1,special,0,0,0,
2381,reserved,-1,special,0,0,0,
2382,reserved,-1,special,0,0,0,
2383,reserved,-1,special,0,0,0,
2384,reserved,-1,special,0,0,0,
2385,reserved,-1,special,0,0,0,
2386,reserved,-1,special,0,0,0,
2387,reserved,-1,special,0,0,0,
2388,reserved,-1,special,0,0,0,
2389,reserved,-1,special,0,0,0,
2390,reserved,-1,special,0,0,0,
2391,reserved,-1,special,0,0,0,
2392,reserved,-1,special,0,0,0,
2393,reserved,-1,special,0,0,0,
2394,reserved,-1,special,0,0,0,
2395,reserved,-1,special,0,0,0,
2396,reserved,-1,special,0,0,0,
2397,reserved,-1,special,0,0,0,
2398,reserved,-1,special,0,0,0,
2399,reserved,-1,special,0,0,0,
2400,reserved,-1,special,0,0,0,
2401,reserved,-1,special,0,0,0,
2402,reserved,-1,special,0,0,0,
2403,reserved,-1,special,0,0,0,
2404,reserved,-1,special,0,0,0,
2405,reserved,-1,special,0,0,0,
2406,reserved,-1,special,0,0,0,
2407,reserved,-1,special,0,0,0,
2408,reserved,-1,special,0,0,0,
2409,reserved,-1,special,0,0,0,
2410,reserved,-1,special,0,0,0,
2411,reserved,-1,special,0,0,0,
2412,reserved,-1,special,0,0,0,
2413,reserved,-1,special,0,0,0,
2414,reserved,-1,special,0,0,0,
2415,reserved,-1,special,0,0,0,
2416,reserved,-1,special,0,0,0,
2417,reserved,-1,special,0,0,0,
2418,reserved,-1,special,0,0,0,
2419,reserved,-1,special,0,0,0,
2420,reserved,-1,special,0,0,0,
2421,reserved,-1,special,0,0,0,
2422,reserved,-1,special,0,0,0,
2423,reserved,-1,special,0,0,0,
2424,reserved,-1,special,0,0,0,
2425,reserved,-1,special,0,0,0,
2426,reserved,-1,special,0,0,0,
2427,reserved,-1,special,0,0,0,
2428,reserved,-1,special,0,0,0,
2429,reserved,-1,special,0,0,0,
2430,reserved,-1,special,0,0,0,
2431,reserved,-1,special,0,0,0,
2432,reserved,-1,special,0,0,0,
2433,reserved,-1,special,0,0,0,
2434,reserved,-1,special,0,0,0,
2435,reserved,-1,special,0,0,0,
2436,reserved,-1,special,0,0,0,
2437,reserved,-1,special,0,0,0,
2438,reserved,-1,special,0,0,0,
2439,reserved,-1,special,0,0,0,
2440,reserved,-1,special,0,0,0,
2441,reserved,-1,special,0,0,0,
2442,reserved,-1,special,0,0,0,
2443,reserved,-1,special,0,0,0,
2444,reserved,-1,special,0,0,0,
2445,reserved,-1,special,0,0,0,
2446,reserved,-1,special,0,0,0,
2447,reserved,-1,special,0,0,0,
2448,reserved,-1,special,0,0,0,
2449,reserved,-1,special,0,0,0,
2450,reserved,-1,special,0,0,0,
2451,reserved,-1,special,0,0,0,
2452,reserved,-1,special,0,0,0,
2453,reserved,-1,special,0,0,0,
2454,reserved,-1,special,0,0,0,
2455,reserved,-1,special,0,0,0,
2456,reserved,-1,special,0,0,0,
2457,reserved,-1,special,0,0,0,
2458,reserved,-1,special,0,0,0,
2459,reserved,-1,special,0,0,0,
2460,reserved,-1,special,0,0,0,
2461,reserved,-1,special,0,0,0,
2462,reserved,-1,special,0,0,0,
2463,reserved,-1,special,0,0,0,
2464,reserved,-1,special,0,0,0,
2465,reserved,-1,special,0,0,0,
2466,reserved,-1,special,0,0,0,
2467,reserved,-1,special,0,0,0,
2468,reserved,-1,special,0,0,0,
2469,reserved,-1,special,0,0,0,
2470,reserved,-1,special,0,0,0,
2471,reserved,-1,special,0,0,0,
2472,reserved,-1,special,0,0,0,
2473,reserved,-1,special,0,0,0,
2474,reserved,-1,special,0,0,0,
2475,reserved,-1,special,0,0,0,
2476,reserved,-1,special,0,0,0,
2477,reserved,-1,special,0,0,0,
2478,reserved,-1,special,0,0,0,
2479,reserved,-1,special,0,0,0,
2480,reserved,-1,special,0,0,0,
2481,reserved,-1,special,0,0,0,
2482,reserved,-1,special,0,0,0,
2483,reserved,-1,special,0,0,0,
2484,reserved,-1,special,0,0,0,
2485,reserved,-1,special,0,0,0,
2486,reserved,-1,special,0,0,0,
2487,reserved,-1,special,0,0,0,
2488,reserved,-1,special,0,0,0,
2489,reserved,-1,special,0,0,0,
2490,reserved,-1,special,0,0,0,
2491,reserved,-1,special,0,0,0,
2492,reserved,-1,special,0,0,0,
2493,reserved,-1,special,0,0,0,
2494,reserved,-1,special,0,0,0,
2495,reserved,-1,special,0,0,0,
2496,reserved,-1,special,0,0,0,
2497,reserved,-1,special,0,0,0,
2498,reserved,-1,special,0,0,0,
2499,reserved,-1,special,0,0,0,
2500,reserved,-1,special,0,0,0,
2501,reserved,-1,special,0,0,0,
2502,reserved,-1,special,0,0,0,
2503,reserved,-1,special,0,0,0,
2504,reserved,-1,special,0,0,0,
2505,reserved,-1,special,0,0,0,
2506,reserved,-1,special,0,0,0,
2507,reserved,-1,special,0,0,0,
2508,reserved,-1,special,0,0,0,
2509,reserved,-1,special,0,0,0,
2510,reserved,-1,special,0,0,0,
2511,reserved,-1,special,0,0,0,
2512,reserved,-1,special,0,0,0,
2513,reserved,-1,special,0,0,0,
2514,reserved,-1,special,0,0,0,
2515,reserved,-1,special,0,0,0,
2516,reserved,-1,special,0,0,0,
2517,reserved,-1,special,0,0,0,
2518,reserved,-1,special,0,0,0,
2519,reserved,-1,special,0,0,0,
2520,reserved,-1,special,0,0,0,
2521,reserved,-1,special,0,0,0,
2522,reserved,-1,special,0,0,0,
2523,reserved,-1,special,0,0,0,
2524,reserved,-1,special,0,0,0,
2525,reserved,-1,special,0,0,0,
2526,reserved,-1,special,0,0,0,
2527,reserved,-1,special,0,0,0,
2528,reserved,-1,special,0,0,0,
2529,reserved,-1,special,0,0,0,
2530,reserved,-1,special,0,0,0,
2531,reserved,-1,special,0,0,0,
2532,reserved,-1,special,0,0,0,
2533,reserved,-1,special,0,0,0,
2534,reserved,-1,special,0,0,0,
2535,reserved,-1,special,0,0,0,
2536,reserved,-1,special,0,0,0,
2537,reserved,-1,special,0,0,0,
2538,reserved,-1,special,0,0,0,
2539,reserved,-1,special,0,0,0,
2540,reserved,-1,special,0,0,0,
2541,reserved,-1,special,0,0,0,
2542,reserved,-1,special,0,0,0,
2543,reserved,-1,special,0,0,0,
2544,reserved,-1,special,0,0,0,
2545,reserved,-1,special,0,0,0,
2546,reserved,-1,special,0,0,0,
2547,reserved,-1,special,0,0,0,
2548,reserved,-1,special,0,0,0,
2549,reserved,-1,special,0,0,0,
2550,reserved,-1,special,0,0,0,
2551,reserved,-1,special,0,0,0,
2552,reserved,-1,special,0,0,0,
2553,reserved,-1,special,0,0,0,
2554,reserved,-1,special,0,0,0,
2555,reserved,-1,special,0,0,0,
2556,reserved,-1,special,0,0,0,
2557,reserved,-1,special,0,0,0,
2558,reserved,-1,special,0,0,0,
2559,reserved,-1,special,0,0,0,
2560,reserved,-1,special,0,0,0,
2561,reserved,-1,special,0,0,0,
2562,reserved,-1,special,0,0,0,
2563,reserved,-1,special,0,0,0,
2564,reserved,-1,special,0,0,0,
2565,reserved,-1,special,0,0,0,
2566,reserved,-1,special,0,0,0,
2567,reserved,-1,special,0,0,0,
2568,reserved,-1,special,0,0,0,
2569,reserved,-1,special,0,0,0,
2570,reserved,-1,special,0,0,0,
2571,reserved,-1,special,0,0,0,
2572,reserved,-1,special,0,0,0,
2573,reserved,-1,special,0,0,0,
2574,reserved,-1,special,0,0,0,
2575,reserved,-1,special,0,0,0,
2576,reserved,-1,special,0,0,0,
2577,reserved,-1,special,0,0,0,
2578,reserved,-1,special,0,0,0,
2579,reserved,-1,special,0,0,0,
2580,reserved,-1,special,0,0,0,
2581,reserved,-1,special,0,0,0,
2582,reserved,-1,special,0,0,0,
2583,reserved,-1,special,0,0,0,
2584,reserved,-1,special,0,0,0,
2585,reserved,-1,special,0,0,0,
2586,reserved,-1,special,0,0,0,
2587,reserved,-1,special,0,0,0,
2588,reserved,-1,special,0,0,0,
2589,reserved,-1,special,0,0,0,
2590,reserved,-1,special,0,0,0,
2591,reserved,-1,special,0,0,0,
2592,reserved,-1,special,0,0,0,
2593,reserved,-1,special,0,0,0,
2594,reserved,-1,special,0,0,0,
2595,reserved,-1,special,0,0,0,
2596,reserved,-1,special,0,0,0,
2597,reserved,-1,special,0,0,0,
2598,reserved,-1,special,0,0,0,
2599,reserved,-1,special,0,0,0,
2600,reserved,-1,special,0,0,0,
2601,reserved,-1,special,0,0,0,
2602,reserved,-1,special,0,0,0,
2603,reserved,-1,special,0,0,0,
2604,reserved,-1,special,0,0,0,
2605,reserved,-1,special,0,0,0,
2606,reserved,-1,special,0,0,0,
2607,reserved,-1,special,0,0,0,
2608,reserved,-1,special,0,0,0,
2609,reserved,-1,special,0,0,0,
2610,reserved,-1,special,0,0,0,
2611,reserved,-1,special,0,0,0,
2612,reserved,-1,special,0,0,0,
2613,reserved,-1,special,0,0,0,
2614,reserved,-1,special,0,0,0,
2615,reserved,-1,special,0,0,0,
2616,reserved,-1,special,0,0,0,
2617,reserved,-1,special,0,0,0,
2618,reserved,-1,special,0,0,0,
2619,reserved,-1,special,0,0,0,
2620,reserved,-1,special,0,0,0,
2621,reserved,-1,special,0,0,0,
2622,reserved,-1,special,0,0,0,
2623,reserved,-1,special,0,0,0,
2624,reserved,-1,special,0,0,0,
2625,reserved,-1,special,0,0,0,
2626,reserved,-1,special,0,0,0,
2627,reserved,-1,special,0,0,0,
2628,reserved,-1,special,0,0,0,
2629,reserved,-1,special,0,0,0,
2630,reserved,-1,special,0,0,0,
2631,reserved,-1,special,0,0,0,
2632,reserved,-1,special,0,0,0,
2633,reserved,-1,special,0,0,0,
2634,reserved,-1,special,0,0,0,
2635,reserved,-1,special,0,0,0,
2636,reserved,-1,special,0,0,0,
2637,reserved,-1,special,0,0,0,
2638,reserved,-1,special,0,0,0,
2639,reserved,-1,special,0,0,0,
2640,reserved,-1,special,0,0,0,
2641,reserved,-1,special,0,0,0,
2642,reserved,-1,special,0,0,0,
2643,reserved,-1,special,0,0,0,
2644,reserved,-1,special,0,0,0,
2645,reserved,-1,special,0,0,0,
2646,reserved,-1,special,0,0,0,
2647,reserved,-1,special,0,0,0,
2648,reserved,-1,special,0,0,0,
2649,reserved,-1,special,0,0,0,
2650,reserved,-1,special,0,0,0,
2651,reserved,-1,special,0,0,0,
2652,reserved,-1,special,0,0,0,
2653,reserved,-1,special,0,0,0,
2654,reserved,-1,special,0,0,0,
2655,reserved,-1,special,0,0,0,
2656,reserved,-1,special,0,0,0,
2657,reserved,-1,special,0,0,0,
2658,reserved,-1,special,0,0,0,
2659,reserved,-1,special,0,0,0,
2660,reserved,-1,special,0,0,0,
2661,reserved,-1,special,0,0,0,
2662,reserved,-1,special,0,0,0,
2663,reserved,-1,special,0,0,0,
2664,reserved,-1,special,0,0,0,
2665,reserved,-1,special,0,0,0,
2666,reserved,-1,special,0,0,0,
2667,reserved,-1,special,0,0,0,
2668,reserved,-1,special,0,0,0,
2669,reserved,-1,special,0,0,0,
2670,reserved,-1,special,0,0,0,
2671,reserved,-1,special,0,0,0,
2672,reserved,-1,special,0,0,0,
2673,reserved,-1,special,0,0,0,
2674,reserved,-1,special,0,0,0,
2675,reserved,-1,special,0,0,0,
2676,reserved,-1,special,0,0,0,
2677,reserved,-1,special,0,0,0,
2678,reserved,-1,special,0,0,0,
2679,reserved,-1,special,0,0,0,
2680,reserved,-1,special,0,0,0,
2681,reserved,-1,special,0,0,0,
2682,reserved,-1,special,0,0,0,
2683,reserved,-1,special,0,0,0,
2684,reserved,-1,special,0,0,0,
2685,reserved,-1,special,0,0,0,
2686,reserved,-1,special,0,0,0,
2687,reserved,-1,special,0,0,0,
2688,reserved,-1,special,0,0,0,
2689,reserved,-1,special,0,0,0,
2690,reserved,-1,special,0,0,0,
2691,reserved,-1,special,0,0,0,
2692,reserved,-1,special,0,0,0,
2693,reserved,-1,special,0,0,0,
2694,reserved,-1,special,0,0,0,
2695,reserved,-1,special,0,0,0,
2696,reserved,-1,special,0,0,0,
2697,reserved,-1,special,0,0,0,
2698,reserved,-1,special,0,0,0,
2699,reserved,-1,special,0,0,0,
2700,reserved,-1,special,0,0,0,
2701,reserved,-1,special,0,0,0,
2702,reserved,-1,special,0,0,0,
2703,reserved,-1,special,0,0,0,
2704,reserved,-1,special,0,0,0,
2705,reserved,-1,special,0,0,0,
2706,reserved,-1,special,0,0,0,
2707,reserved,-1,special,0,0,0,
2708,reserved,-1,special,0,0,0,
2709,reserved,-1,special,0,0,0,
2710,reserved,-1,special,0,0,0,
2711,reserved,-1,special,0,0,0,
2712,reserved,-1,special,0,0,0,
2713,reserved,-1,special,0,0,0,
2714,reserved,-1,special,0,0,0,
2715,reserved,-1,special,0,0,0,
2716,reserved,-1,special,0,0,0,
2717,reserved,-1,special,0,0,0,
2718,reserved,-1,special,0,0,0,
2719,reserved,-1,special,0,0,0,
2720,reserved,-1,special,0,0,0,
2721,reserved,-1,special,0,0,0,
2722,reserved,-1,special,0,0,0,
2723,reserved,-1,special,0,0,0,
2724,reserved,-1,special,0,0,0,
2725,reserved,-1,special,0,0,0,
2726,reserved,-1,special,0,0,0,
2727,reserved,-1,special,0,0,0,
2728,reserved,-1,special,0,0,0,
2729,reserved,-1,special,0,0,0,
2730,reserved,-1,special,0,0,0,
2731,reserved,-1,special,0,0,0,
2732,reserved,-1,special,0,0,0,
2733,reserved,-1,special,0,0,0,
2734,reserved,-1,special,0,0,0,
2735,reserved,-1,special,0,0,0,
2736,reserved,-1,special,0,0,0,
2737,reserved,-1,special,0,0,0,
2738,reserved,-1,special,0,0,0,
2739,reserved,-1,special,0,0,0,
2740,reserved,-1,special,0,0,0,
2741,reserved,-1,special,0,0,0,
2742,reserved,-1,special,0,0,0,
2743,reserved,-1,special,0,0,0,
2744,reserved,-1,special,0,0,0,
2745,reserved,-1,special,0,0,0,
2746,reserved,-1,special,0,0,0,
2747,reserved,-1,special,0,0,0,
2748,reserved,-1,special,0,0,0,
2749,reserved,-1,special,0,0,0,
2750,reserved,-1,special,0,0,0,
2751,reserved,-1,special,0,0,0,
2752,reserved,-1,special,0,0,0,
2753,reserved,-1,special,0,0,0,
2754,reserved,-1,special,0,0,0,
2755,reserved,-1,special,0,0,0,
2756,reserved,-1,special,0,0,0,
2757,reserved,-1,special,0,0,0,
2758,reserved,-1,special,0,0,0,
2759,reserved,-1,special,0,0,0,
2760,reserved,-1,special,0,0,0,
2761,reserved,-1,special,0,0,0,
2762,reserved,-1,special,0,0,0,
2763,reserved,-1,special,0,0,0,
2764,reserved,-1,special,0,0,0,
2765,reserved,-1,special,0,0,0,
2766,reserved,-1,special,0,0,0,
2767,reserved,-1,special,0,0,0,
2768,reserved,-1,special,0,0,0,
2769,reserved,-1,special,0,0,0,
2770,reserved,-1,special,0,0,0,
2771,reserved,-1,special,0,0,0,
2772,reserved,-1,special,0,0,0,
2773,reserved,-1,special,0,0,0,
2774,reserved,-1,special,0,0,0,
2775,reserved,-1,special,0,0,0,
2776,reserved,-1,special,0,0,0,
2777,reserved,-1,special,0,0,0,
2778,reserved,-1,special,0,0,0,
2779,reserved,-1,special,0,0,0,
2780,reserved,-1,special,0,0,0,
2781,reserved,-1,special,0,0,0,
2782,reserved,-1,special,0,0,0,
2783,reserved,-1,special,0,0,0,
2784,reserved,-1,special,0,0,0,
2785,reserved,-1,special,0,0,0,
2786,reserved,-1,special,0,0,0,
2787,reserved,-1,special,0,0,0,
2788,reserved,-1,special,0,0,0,
2789,reserved,-1,special,0,0,0,
2790,reserved,-1,special,0,0,0,
2791,reserved,-1,special,0,0,0,
2792,reserved,-1,special,0,0,0,
2793,reserved,-1,special,0,0,0,
2794,reserved,-1,special,0,0,0,
2795,reserved,-1,special,0,0,0,
2796,reserved,-1,special,0,0,0,
2797,reserved,-1,special,0,0,0,
2798,reserved,-1,special,0,0,0,
2799,reserved,-1,special,0,0,0,
2800,reserved,-1,special,0,0,0,
2801,reserved,-1,special,0,0,0,
2802,reserved,-1,special,0,0,0,
2803,reserved,-1,special,0,0,0,
2804,reserved,-1,special,0,0,0,
2805,reserved,-1,special,0,0,0,
2806,reserved,-1,special,0,0,0,
2807,reserved,-1,special,0,0,0,
2808,reserved,-1,special,0,0,0,
2809,reserved,-1,special,0,0,0,
2810,reserved,-1,special,0,0,0,
2811,reserved,-1,special,0,0,0,
2812,reserved,-1,special,0,0,0,
2813,reserved,-1,special,0,0,0,
2814,reserved,-1,special,0,0,0,
2815,reserved,-1,special,0,0,0,
2816,reserved,-1,special,0,0,0,
2817,reserved,-1,special,0,0,0,
2818,reserved,-1,special,0,0,0,
2819,reserved,-1,special,0,0,0,
2820,reserved,-1,special,0,0,0,
2821,reserved,-1,special,0,0,0,
2822,reserved,-1,special,0,0,0,
2823,reserved,-1,special,0,0,0,
2824,reserved,-1,special,0,0,0,
2825,reserved,-1,special,0,0,0,
2826,reserved,-1,special,0,0,0,
2827,reserved,-1,special,0,0,0,
2828,reserved,-1,special,0,0,0,
2829,reserved,-1,special,0,0,0,
2830,reserved,-1,special,0,0,0,
2831,reserved,-1,special,0,0,0,
2832,reserved,-1,special,0,0,0,
2833,reserved,-1,special,0,0,0,
2834,reserved,-1,special,0,0,0,
2835,reserved,-1,special,0,0,0,
2836,reserved,-1,special,0,0,0,
2837,reserved,-1,special,0,0,0,
2838,reserved,-1,special,0,0,0,
2839,reserved,-1,special,0,0,0,
2840,reserved,-1,special,0,0,0,
2841,reserved,-1,special,0,0,0,
2842,reserved,-1,special,0,0,0,
2843,reserved,-1,special,0,0,0,
2844,reserved,-1,special,0,0,0,
2845,reserved,-1,special,0,0,0,
2846,reserved,-1,special,0,0,0,
2847,reserved,-1,special,0,0,0,
2848,reserved,-1,special,0,0,0,
2849,reserved,-1,special,0,0,0,
2850,reserved,-1,special,0,0,0,
2851,reserved,-1,special,0,0,0,
2852,reserved,-1,special,0,0,0,
2853,reserved,-1,special,0,0,0,
2854,reserved,-1,special,0,0,0,
2855,reserved,-1,special,0,0,0,
2856,reserved,-1,special,0,0,0,
2857,reserved,-1,special,0,0,0,
2858,reserved,-1,special,0,0,0,
2859,reserved,-1,special,0,0,0,
2860,reserved,-1,special,0,0,0,
2861,reserved,-1,special,0,0,0,
2862,reserved,-1,special,0,0,0,
2863,reserved,-1,special,0,0,0,
2864,reserved,-1,special,0,0,0,
2865,reserved,-1,special,0,0,0,
2866,reserved,-1,special,0,0,0,
2867,reserved,-1,special,0,0,0,
2868,reserved,-1,special,0,0,0,
2869,reserved,-1,special,0,0,0,
2870,reserved,-1,special,0,0,0,
2871,reserved,-1,special,0,0,0,
2872,reserved,-1,special,0,0,0,
2873,reserved,-1,special,0,0,0,
2874,reserved,-1,special,0,0,0,
2875,reserved,-1,special,0,0,0,
2876,reserved,-1,special,0,0,0,
2877,reserved,-1,special,0,0,0,
2878,reserved,-1,special,0,0,0,
2879,reserved,-1,special,0,0,0,
2880,reserved,-1,special,0,0,0,
2881,reserved,-1,special,0,0,0,
2882,reserved,-1,special,0,0,0,
2883,reserved,-1,special,0,0,0,
2884,reserved,-1,special,0,0,0,
2885,reserved,-1,special,0,0,0,
2886,reserved,-1,special,0,0,0,
2887,reserved,-1,special,0,0,0,
2888,reserved,-1,special,0,0,0,
2889,reserved,-1,special,0,0,0,
2890,reserved,-1,special,0,0,0,
2891,reserved,-1,special,0,0,0,
2892,reserved,-1,special,0,0,0,
2893,reserved,-1,special,0,0,0,
2894,reserved,-1,special,0,0,0,
2895,reserved,-1,special,0,0,0,
2896,reserved,-1,special,0,0,0,
2897,reserved,-1,special,0,0,0,
2898,reserved,-1,special,0,0,0,
2899,reserved,-1,special,0,0,0,
2900,reserved,-1,special,0,0,0,
2901,reserved,-1,special,0,0,0,
2902,reserved,-1,special,0,0,0,
2903,reserved,-1,special,0,0,0,
2904,reserved,-1,special,0,0,0,
2905,reserved,-1,special,0,0,0,
2906,reserved,-1,special,0,0,0,
2907,reserved,-1,special,0,0,0,
2908,reserved,-1,special,0,0,0,
2909,reserved,-1,special,0,0,0,
2910,reserved,-1,special,0,0,0,
2911,reserved,-1,special,0,0,0,
2912,reserved,-1,special,0,0,0,
2913,reserved,-1,special,0,0,0,
2914,reserved,-1,special,0,0,0,
2915,reserved,-1,special,0,0,0,
2916,reserved,-1,special,0,0,0,
2917,reserved,-1,special,0,0,0,
2918,reserved,-1,special,0,0,0,
2919,reserved,-1,special,0,0,0,
2920,reserved,-1,special,0,0,0,
2921,reserved,-1,special,0,0,0,
2922,reserved,-1,special,0,0,0,
2923,reserved,-1,special,0,0,0,
2924,reserved,-1,special,0,0,0,
2925,reserved,-1,special,0,0,0,
2926,reserved,-1,special,0,0,0,
2927,reserved,-1,special,0,0,0,
