key_id,text_id,channel,n_frames,mean_s,var_s
35,p2,clean_reencode,187,-0.6211504488360221,1.8839817777876582
36,p2,clean_reencode,187,-0.5494793406355489,1.9825076959926737
37,p2,clean_reencode,187,0.3719421619182886,2.5466337466293867
38,p2,clean_reencode,187,-0.14477304614990089,2.2212364621748937
39,p2,clean_reencode,187,0.42920792239348105,1.5998667905068462
40,p2,clean_reencode,187,0.1679971568928314,1.491199941867675
41,p2,clean_reencode,187,-0.36348612384946277,4.785789696803069
42,p2,clean_reencode,187,-0.04287228504251258,3.8101161350556834
43,p2,clean_reencode,187,-0.33365562779078795,2.538029514545311
44,p2,clean_reencode,187,0.17559190067797453,2.372363849258171
45,p2,clean_reencode,187,0.7065318758848653,2.211084915405696
46,p2,clean_reencode,187,0.35883816005605035,2.6962618157375804
47,p2,clean_reencode,187,0.03440114527350613,3.6859416370498215
48,p2,clean_reencode,187,-0.13415404029288364,1.9973499718400909
49,p2,clean_reencode,187,0.6132369497247945,2.488141765946808
50,p2,clean_reencode,187,-0.023451086543910548,3.829917853781869
51,p2,clean_reencode,187,-0.16012072746397538,2.5013535012606787
52,p2,clean_reencode,187,-0.10981191886501353,2.4859735773883105
53,p2,clean_reencode,187,-0.4002383680382748,1.7501051255187368
54,p2,clean_reencode,187,-0.5167939602394306,3.312015134537801
55,p2,clean_reencode,187,-0.1506114298705847,2.6789094446880304
56,p2,clean_reencode,187,-0.11348172944429542,1.5031324605201413
57,p2,clean_reencode,187,-0.004545402231669893,3.7033298351794146
58,p2,clean_reencode,187,-0.2222380965504364,3.187946446584436
59,p2,clean_reencode,187,-0.15283088306389825,2.5808654174614443
60,p2,clean_reencode,187,-0.3895234799517894,2.0569034537400013
61,p2,clean_reencode,187,-0.3254960968397226,1.5902834561124863
62,p2,clean_reencode,187,0.6316575621353216,2.538115466212473
63,p2,clean_reencode,187,0.18851079498531487,1.4327556722258246
0,p3,clean_reencode,171,-0.5899888315588792,1.9542726651030522
1,p3,clean_reencode,171,-0.6805274337709653,1.3841755592233584
2,p3,clean_reencode,171,-0.2148403183348287,2.080890600716021
3,p3,clean_reencode,171,-0.09456427748627518,2.0641184490024593
4,p3,clean_reencode,171,0.5847673703245448,3.1655699370283403
5,p3,clean_reencode,171,0.39311626182065745,2.3491600052445563
6,p3,clean_reencode,171,0.0037384551949758136,2.914606927154648
7,p3,clean_reencode,171,0.6415069314285083,1.9541537753970535
8,p3,clean_reencode,171,0.08529991616142787,1.6642586145973222
9,p3,clean_reencode,171,-0.4381043780805014,2.120796989174376
10,p3,clean_reencode,171,-0.5432907958349841,2.9308649848735455
11,p3,clean_reencode,171,-0.6290715661514809,3.194028118375184
12,p3,clean_reencode,171,-0.7510540150562536,2.405862484895782
13,p3,clean_reencode,171,-0.7686783983928205,2.518125096276038
14,p3,clean_reencode,171,-0.31874011609446895,1.750485702808334
15,p3,clean_reencode,171,0.4954868559154288,3.495349588310386
16,p3,clean_reencode,171,0.5709557688454984,2.2380107469905677
17,p3,clean_reencode,171,-0.17623365590298345,1.6985584148148272
18,p3,clean_reencode,171,-0.15995880342433544,2.1948101573521837
19,p3,clean_reencode,171,-0.15971923662810272,2.302102677221695
20,p3,clean_reencode,171,0.06049988100889022,2.127766540751915
21,p3,clean_reencode,171,-0.41506645518054686,4.252462175923733
22,p3,clean_reencode,171,-0.6605314863741965,1.5881482417591206
23,p3,clean_reencode,171,0.5799733990065258,2.130429337358288
24,p3,clean_reencode,171,0.4360863803870872,1.4734700435402175
25,p3,clean_reencode,171,-0.30871911166866955,1.6814736309699838
26,p3,clean_reencode,171,-0.3092782254425124,2.831246988870782
27,p3,clean_reencode,171,0.5182804481356686,2.567221414107846
28,p3,clean_reencode,171,0.00044008971008637035,2.2707113725733103
29,p3,clean_reencode,171,-0.910983390147842,2.7789647008940546
30,p3,clean_reencode,171,0.5560695920394862,2.578505846837172
31,p3,clean_reencode,171,0.1377828796873022,1.8602027873312308
32,p3,clean_reencode,171,-0.5271866666259472,1.72728925378985
33,p3,clean_reencode,171,-0.7133685543188454,2.887885648315442
34,p3,clean_reencode,171,-0.9493340254972459,3.111233843932573
35,p3,clean_reencode,171,-0.6680661251176925,1.8775248993624227
36,p3,clean_reencode,171,-0.45215279921282797,2.5077080207498823
37,p3,clean_reencode,171,-0.4880367311576903,3.1392458924091327
38,p3,clean_reencode,171,0.33223224745005514,1.987259028848342
39,p3,clean_reencode,171,0.2988739103322532,3.4803745665636407
40,p3,clean_reencode,171,0.3439665696711935,2.5885307169931844
41,p3,clean_reencode,171,0.17270924777652152,1.4066405407706999
42,p3,clean_reencode,171,0.21179686297985714,1.9933250699678116
43,p3,clean_reencode,171,-0.023229141362099175,3.3859303622292454
44,p3,clean_reencode,171,0.17070652053102964,3.353668187234015
45,p3,clean_reencode,171,0.8292522419549605,2.4387229475299006
46,p3,clean_reencode,171,0.13985163854853308,2.0170076082284516
47,p3,clean_reencode,171,0.49013768336761016,2.913155969479475
48,p3,clean_reencode,171,0.1681948113251356,2.1754547648241385
49,p3,clean_reencode,171,0.828272456144478,2.3810894586889138
50,p3,clean_reencode,171,0.12827001655825804,3.623399294165669
51,p3,clean_reencode,171,-0.42889232096504204,1.557664111842219
52,p3,clean_reencode,171,-0.4074051453003919,1.8846986030405406
53,p3,clean_reencode,171,-0.2212501481446041,1.9868827400958722
54,p3,clean_reencode,171,0.000639748889802456,2.7862542517804374
55,p3,clean_reencode,171,0.18096037074955185,2.0768569854609114
56,p3,clean_reencode,171,0.316653560337925,2.8400775690918847
57,p3,clean_reencode,171,0.012996838210905677,3.127183325332969
58,p3,clean_reencode,171,-0.46095986849210313,1.9912147109155314
59,p3,clean_reencode,171,0.3648163364351638,3.1144833513986283
60,p3,clean_reencode,171,0.003069143485540708,3.6168088807957726
61,p3,clean_reencode,171,0.20705671756832233,1.773306867248018
62,p3,clean_reencode,171,0.23275270215958524,2.396571755235838
63,p3,clean_reencode,171,0.15327773376379594,2.4122614751748506
0,p4,clean_reencode,186,-0.06094033414332122,3.861676414550331
1,p4,clean_reencode,186,-0.499417528798676,2.971009865777795
2,p4,clean_reencode,186,-0.7218190570839802,2.6936772119621137
3,p4,clean_reencode,186,0.5239739070803531,2.470595415665618
4,p4,clean_reencode,186,0.6065706901686793,3.4783911113276806
5,p4,clean_reencode,186,0.16707847172435383,2.162495316954243
6,p4,clean_reencode,186,-0.47361782493695465,3.3195893719084326
7,p4,clean_reencode,186,0.4040954516320842,1.3128795501846127
8,p4,clean_reencode,186,-0.2539518040160458,3.928937503570972
9,p4,clean_reencode,186,0.19186724939896838,2.637273223055706
10,p4,clean_reencode,186,-0.5419134248667545,5.114639912152408
11,p4,clean_reencode,186,-0.8481146093709035,2.8091174407451813
12,p4,clean_reencode,186,-0.5194286801084336,2.683771474568323
13,p4,clean_reencode,186,-0.5379682066172676,1.3634520538344637
14,p4,clean_reencode,186,-0.02797693572776558,1.8946443193127949
15,p4,clean_reencode,186,0.45199025480021343,2.5187764974954594
16,p4,clean_reencode,186,0.505136800378799,1.4640000407358698
17,p4,clean_reencode,186,0.14468770443224058,1.4360549427181841
18,p4,clean_reencode,186,0.19441852867255888,1.8729316973566401
19,p4,clean_reencode,186,-0.32015530192809066,1.7313144409699615
20,p4,clean_reencode,186,-0.6174830203499482,2.057129534668328
21,p4,clean_reencode,186,0.07051138308867383,3.3111482074746053
22,p4,clean_reencode,186,-0.07167296785336869,1.2056121761420406
23,p4,clean_reencode,186,0.6934960196790496,2.0478479592063663
24,p4,clean_reencode,186,0.3873181957875503,2.4378590151214192
25,p4,clean_reencode,186,-0.45809417994319385,2.232451494621372
26,p4,clean_reencode,186,-0.37111571632184,2.963747163338912
27,p4,clean_reencode,186,0.3715963742002006,2.1941277633507914
28,p4,clean_reencode,186,0.14767848854363036,2.3626622751011728
29,p4,clean_reencode,186,-0.3183581942961866,2.580005386879957
30,p4,clean_reencode,186,0.5367038750843017,2.4730618825856774
31,p4,clean_reencode,186,-0.07630776765496128,3.8218402783310563
32,p4,clean_reencode,186,-0.6464808583584094,1.8814012298943446
33,p4,clean_reencode,186,-0.6007110954390832,3.2262855131210775
34,p4,clean_reencode,186,-0.526557974763139,2.59723607853125
35,p4,clean_reencode,186,-0.05319499656493325,1.926356110457042
36,p4,clean_reencode,186,-0.0836297086766107,1.6688317962294177
37,p4,clean_reencode,186,-0.31485939446081673,2.756858238263653
38,p4,clean_reencode,186,0.8481788795591805,2.265613979871071
39,p4,clean_reencode,186,-0.003518354045212953,2.081591905433575
40,p4,clean_reencode,186,0.18232138664139338,1.4839478875081722
41,p4,clean_reencode,186,-0.391980549051017,1.8690861826526444
42,p4,clean_reencode,186,-0.3373168661914577,1.8840623942223131
43,p4,clean_reencode,186,-0.25845694193392565,2.4398906458951224
44,p4,clean_reencode,186,0.8850595583772504,2.4413196708692686
45,p4,clean_reencode,186,0.463227992714632,1.5029335693288457
46,p4,clean_reencode,186,0.18752775615738917,2.6326494060929093
47,p4,clean_reencode,186,-0.033940984945075386,2.8041611175528685
48,p4,clean_reencode,186,0.18424445420348068,1.8720918916698666
49,p4,clean_reencode,186,0.708937694886319,2.4712222430213675
50,p4,clean_reencode,186,-0.49796087897255426,3.1927394734207475
51,p4,clean_reencode,186,0.5872750598088339,2.958185658933162
52,p4,clean_reencode,186,-0.814933799838168,2.423785931431955
53,p4,clean_reencode,186,-0.01339954764758164,1.7665309709384216
54,p4,clean_reencode,186,0.15361914920998754,1.5055163841182515
55,p4,clean_reencode,186,-0.24283963079320042,2.47660613286991
56,p4,clean_reencode,186,-0.004099715561752435,2.0747410274596785
57,p4,clean_reencode,186,-0.06904086645696669,3.305097740614569
58,p4,clean_reencode,186,-0.23830053901784276,2.610282776524223
59,p4,clean_reencode,186,-0.5780848542492327,2.046233425029319
60,p4,clean_reencode,186,0.00807611077231393,1.7619152526010975
61,p4,clean_reencode,186,-0.32504783645582874,2.721373986519468
62,p4,clean_reencode,186,0.109981949836417,3.474782185590941
63,p4,clean_reencode,186,0.6245730765717302,2.124097116920835
0,p5,clean_reencode,175,-0.4702454971375745,2.3474119609073343
1,p5,clean_reencode,175,-0.32144805586425,2.9525101116635115
2,p5,clean_reencode,175,-0.8280954332318718,2.79961420032091
3,p5,clean_reencode,175,-0.07106463700647286,1.954603910805178
4,p5,clean_reencode,175,0.6341704002957625,2.3968568923108844
5,p5,clean_reencode,175,0.051991793623636116,1.6319720442659604
6,p5,clean_reencode,175,-0.8330262107169244,3.7388958550556644
7,p5,clean_reencode,175,0.50028221247696,1.7722573290443078
8,p5,clean_reencode,175,-0.5312083138020546,3.7811105585443316
9,p5,clean_reencode,175,0.1825852094947278,2.1413837223884022
10,p5,clean_reencode,175,-0.4463770989546917,2.8827243225379475
11,p5,clean_reencode,175,-0.5124748766386926,2.3602344009434435
12,p5,clean_reencode,175,-0.3772048731730706,2.3679541048109702
13,p5,clean_reencode,175,-0.6170088102493595,1.9091078358674036
14,p5,clean_reencode,175,-0.10987675784452267,1.713186519637831
15,p5,clean_reencode,175,0.616883806175954,2.7532801594956786
16,p5,clean_reencode,175,-0.009478158431099531,2.8490983562515506
17,p5,clean_reencode,175,-0.09074724723900197,3.2736909649334094
18,p5,clean_reencode,175,-0.36725679884938134,1.9984546840235442
19,p5,clean_reencode,175,0.5598896592356803,2.571869745302662
20,p5,clean_reencode,175,-0.4446387954010921,3.9334052805190116
21,p5,clean_reencode,175,-0.16964023614352713,1.973217093430864
22,p5,clean_reencode,175,-0.017155068990262045,1.9368456186246443
23,p5,clean_reencode,175,0.2915558884448748,2.5358737183397055
24,p5,clean_reencode,175,0.25883671114946677,2.408201914758823
25,p5,clean_reencode,175,-0.4537057579709938,1.2078417017891814
26,p5,clean_reencode,175,-0.048352035523663454,2.59349338719115
27,p5,clean_reencode,175,0.09954757875114544,2.0761863010363877
28,p5,clean_reencode,175,0.3513565491112215,2.7903886141112424
29,p5,clean_reencode,175,-0.7665515558830625,2.2850447205431226
30,p5,clean_reencode,175,0.614669671707255,1.6492814868677732
31,p5,clean_reencode,175,-0.31993307661728776,2.470087024211139
32,p5,clean_reencode,175,-0.20647974637955957,2.167441166722416
33,p5,clean_reencode,175,-0.9404143099087472,2.4809024965379027
34,p5,clean_reencode,175,-0.2730256515285696,2.8470775433583504
35,p5,clean_reencode,175,-0.9191540043221738,2.0575592960693245
36,p5,clean_reencode,175,-0.4877414430932754,2.9758858331396487
37,p5,clean_reencode,175,-0.03135698275199829,3.322810043235946
38,p5,clean_reencode,175,-0.03165274652079958,1.6175780625557497
39,p5,clean_reencode,175,0.03165535710240842,2.1144587371813452
40,p5,clean_reencode,175,0.10822030897260095,1.2113006000416269
41,p5,clean_reencode,175,-0.33524484349927175,2.0605482437871783
42,p5,clean_reencode,175,0.03089998533705901,2.187115458302989
43,p5,clean_reencode,175,-0.6477637965877184,2.4229173946451983
44,p5,clean_reencode,175,0.22437657114689363,2.7655317763930243
45,p5,clean_reencode,175,0.48993544516769655,1.0590676929628164
46,p5,clean_reencode,175,0.18860149232107573,1.9615300784979834
47,p5,clean_reencode,175,-0.3771761420116783,3.168941396242428
48,p5,clean_reencode,175,-0.030304614606630025,2.3300926370249124
49,p5,clean_reencode,175,0.7230019986297653,2.567958269801158
50,p5,clean_reencode,175,-0.26386128035427353,2.217783352422702
51,p5,clean_reencode,175,0.4812705112098076,2.5147824864336377
52,p5,clean_reencode,175,-1.0860603646139788,2.8686554386514316
53,p5,clean_reencode,175,0.012263456391609072,1.4971174669069536
54,p5,clean_reencode,175,0.2583386236924414,1.5996783478700556
55,p5,clean_reencode,175,0.35780921157084844,2.050427320047945
56,p5,clean_reencode,175,0.18018468504071686,2.3471583204377593
57,p5,clean_reencode,175,-0.0770050214519935,2.133803752739741
58,p5,clean_reencode,175,-0.16904171052132594,2.6128808489931377
59,p5,clean_reencode,175,-0.16917747932279806,3.349052468980554
60,p5,clean_reencode,175,-0.03419316384947113,2.445098973102151
61,p5,clean_reencode,175,-0.1438387745966383,2.3631485729186124
62,p5,clean_reencode,175,-0.3109969164668655,2.722385217024113
63,p5,clean_reencode,175,0.3425583927467237,2.7969239840310705
0,p6,clean_reencode,241,-0.23261761791751032,1.8256252456461053
1,p6,clean_reencode,241,-0.33970566305311134,2.2219823995658543
2,p6,clean_reencode,241,-0.4174680815561956,2.339524915161755
3,p6,clean_reencode,241,0.6104814556278505,1.8006685583755793
4,p6,clean_reencode,241,0.25012208739395975,2.1509223837155123
5,p6,clean_reencode,241,-0.28352388685385804,2.684199052641866
6,p6,clean_reencode,241,-0.3718097909460935,3.465646299666545
7,p6,clean_reencode,241,0.5367895217648726,1.3775860873199892
8,p6,clean_reencode,241,-0.1479753601064971,3.2353994231490892
9,p6,clean_reencode,241,0.2697520481670176,2.1912382585033363
10,p6,clean_reencode,241,0.1455803072633177,2.603364171909652
11,p6,clean_reencode,241,-0.6409175871339202,2.5860364721861187
12,p6,clean_reencode,241,-0.24619742676720238,2.8426060946016127
13,p6,clean_reencode,241,-0.5180599266846914,2.237821452249126
14,p6,clean_reencode,241,0.06274332652986547,2.1206836993915754
15,p6,clean_reencode,241,0.23081187276439483,2.1532559639891082
16,p6,clean_reencode,241,0.5423191500981459,1.8599643213545856
17,p6,clean_reencode,241,0.45498152858745966,2.3113040201790622
18,p6,clean_reencode,241,0.3772048712137644,1.699834370717598
19,p6,clean_reencode,241,-0.41303866329216865,2.6627926273772715
20,p6,clean_reencode,241,-0.3247845729668713,2.0816696775278976
21,p6,clean_reencode,241,-0.19705669221227223,2.03667585172259
22,p6,clean_reencode,241,-0.24253195706868155,1.9192379223623117
23,p6,clean_reencode,241,0.2237169002704247,2.5052418432666848
24,p6,clean_reencode,241,0.15228525412232227,2.1243739365764833
25,p6,clean_reencode,241,0.02423983489798411,2.1065036138644944
26,p6,clean_reencode,241,-0.2963617669013806,2.4040338363154605
27,p6,clean_reencode,241,0.2877671009548282,1.6180713901858588
28,p6,clean_reencode,241,0.6831132209121009,1.890580319031408
29,p6,clean_reencode,241,-0.5704391325780045,2.1976235576718723
30,p6,clean_reencode,241,0.48435086849359876,2.8094414429405266
31,p6,clean_reencode,241,0.5501953429456575,2.897267629650394
32,p6,clean_reencode,241,-0.3645260848374997,2.846292676977514
33,p6,clean_reencode,241,-0.9716927432636153,2.412647029345714
34,p6,clean_reencode,241,-0.8746678016149553,2.1864168700684345
35,p6,clean_reencode,241,0.02886379025622305,3.5724878636590707
36,p6,clean_reencode,241,-0.1684316502868211,2.2067235459200867
37,p6,clean_reencode,241,0.5012128591109758,3.419970195748531
38,p6,clean_reencode,241,0.08648178741667427,2.019940302921401
39,p6,clean_reencode,241,-0.5831363115288408,3.108271783334042
40,p6,clean_reencode,241,0.21786137541053688,2.134905898863657
41,p6,clean_reencode,241,-0.34311744721461385,2.117413782932626
42,p6,clean_reencode,241,0.08716239765616997,1.792332425194578
43,p6,clean_reencode,241,-0.2464737570839578,2.898056414292901
44,p6,clean_reencode,241,-0.11374548612726176,1.7701724481225023
