sample_id,trunc_frame,distance,align_lag,cosine,norm_l2
p6_repo_default_s404_f3aa73e9bdf4,32,25,0,0.9977602395522467,0.09486806914115031
p6_repo_default_s404_f3aa73e9bdf4,32,26,0,0.9959178980801592,0.11144946989921722
p6_repo_default_s404_f3aa73e9bdf4,32,27,0,0.9961723022451697,0.10413263123702986
p6_repo_default_s404_f3aa73e9bdf4,32,28,0,0.9968043056315707,0.1035765373600585
p6_repo_default_s404_f3aa73e9bdf4,32,29,0,0.990130722052181,0.15057437535814075
p6_repo_default_s404_f3aa73e9bdf4,32,30,0,0.979721622691317,0.2088480298015034
p6_repo_default_s404_f3aa73e9bdf4,32,31,0,0.9848390212444933,0.18790871016878896
p6_repo_default_s404_f3aa73e9bdf4,32,32,0,0.9865073343957143,0.16862649346308245
p6_repo_default_s404_f3aa73e9bdf4,32,33,0,0.9792865521168517,0.21092330383596206
p6_repo_default_s404_f3aa73e9bdf4,32,34,0,0.9819931271712683,0.21129775671347586
p7_repo_default_s202_47a7c467c6e5,4,0,0,0.149229977619219,1.1332637578667806
p7_repo_default_s202_47a7c467c6e5,4,1,0,0.326956787212156,1.1836019598409036
p7_repo_default_s202_47a7c467c6e5,4,2,0,0.6909643262020677,0.8305721358692014
p7_repo_default_s202_47a7c467c6e5,4,3,0,0.8555349129544285,0.6013574474877679
p7_repo_default_s202_47a7c467c6e5,4,4,0,0.9603104865470143,0.2968153603990527
p7_repo_default_s202_47a7c467c6e5,4,5,0,0.9912414881952969,0.13478834121045344
p7_repo_default_s202_47a7c467c6e5,4,6,0,0.9952434795516809,0.10226815256665732
p7_repo_default_s202_47a7c467c6e5,4,7,0,0.9976331643586589,0.07474928391348382
p7_repo_default_s202_47a7c467c6e5,4,8,0,0.9987248395858314,0.060685094996594635
p7_repo_default_s202_47a7c467c6e5,4,9,0,0.9989449689830154,0.0601171016477274
p7_repo_default_s202_47a7c467c6e5,4,10,0,0.9994016266261985,0.04352044159756283
p7_repo_default_s202_47a7c467c6e5,4,11,0,0.9994230287324415,0.043538441861496885
p7_repo_default_s202_47a7c467c6e5,4,12,0,0.9989850672150167,0.04993399962644153
p7_repo_default_s202_47a7c467c6e5,4,13,0,0.9986855814727547,0.05600120681946258
p7_repo_default_s202_47a7c467c6e5,4,14,0,0.9984631434296604,0.05838891883476081
p7_repo_default_s202_47a7c467c6e5,4,15,0,0.9989710648971981,0.05210182269375773
p7_repo_default_s202_47a7c467c6e5,4,16,0,0.9995835898905809,0.043223976082133145
p7_repo_default_s202_47a7c467c6e5,4,17,0,0.999654542504758,0.04064047000955009
p7_repo_default_s202_47a7c467c6e5,4,18,0,0.9996896200679112,0.04044844576809608
p7_repo_default_s202_47a7c467c6e5,4,19,0,0.9997444446101854,0.03535087281732375
p7_repo_default_s202_47a7c467c6e5,4,20,0,0.9994869845534895,0.04742517327701657
p7_repo_default_s202_47a7c467c6e5,4,21,0,0.9993970951764878,0.04655088313466288
p7_repo_default_s202_47a7c467c6e5,4,22,0,0.9997406759425758,0.03794302329881331
p7_repo_default_s202_47a7c467c6e5,4,23,0,0.9997203211068544,0.03710597137345418
p7_repo_default_s202_47a7c467c6e5,4,24,0,0.9988805845642444,0.05682783459735719
p7_repo_default_s202_47a7c467c6e5,4,25,0,0.9991806542127109,0.057273606981289325
p7_repo_default_s202_47a7c467c6e5,4,26,0,0.9996985254696126,0.03982588198673567
p7_repo_default_s202_47a7c467c6e5,4,27,0,0.9996508789346127,0.04007911278177013
p7_repo_default_s202_47a7c467c6e5,4,28,0,0.9994927790465297,0.04167801414201652
p7_repo_default_s202_47a7c467c6e5,4,29,0,0.999643694288611,0.03209415255580745
p7_repo_default_s202_47a7c467c6e5,4,30,0,0.9993059070449714,0.05463658780175289
p7_repo_default_s202_47a7c467c6e5,4,31,0,0.999560074743939,0.048678577057814955
p7_repo_default_s202_47a7c467c6e5,4,32,0,0.9996827027922505,0.04245972767048973
p7_repo_default_s202_47a7c467c6e5,4,33,0,0.9996244696785975,0.03944594180637176
p7_repo_default_s202_47a7c467c6e5,4,34,0,0.9996919247635458,0.03484599945488894
p7_repo_default_s202_47a7c467c6e5,4,35,0,0.9997808701532476,0.030720644237801607
p7_repo_default_s202_47a7c467c6e5,4,36,0,0.9996701802264025,0.03953507606179846
p7_repo_default_s202_47a7c467c6e5,4,37,0,0.9995288337207082,0.04414777232838687
p7_repo_default_s202_47a7c467c6e5,4,38,0,0.9997353985422339,0.03792520878501554
p7_repo_default_s202_47a7c467c6e5,4,39,0,0.9996695082468658,0.03449903056598605
p7_repo_default_s202_47a7c467c6e5,4,40,0,0.9995648866104658,0.04279834625811838
p7_repo_default_s202_47a7c467c6e5,4,41,0,0.9997116703672989,0.03907870579307129
p7_repo_default_s202_47a7c467c6e5,4,42,0,0.9998247466356226,0.028140661360358477
p7_repo_default_s202_47a7c467c6e5,4,43,0,0.9998483959799778,0.02873111566532777
p7_repo_default_s202_47a7c467c6e5,4,44,0,0.9999013318819749,0.026827171871222112
p7_repo_default_s202_47a7c467c6e5,4,45,0,0.9997326976650553,0.03295061949506455
p7_repo_default_s202_47a7c467c6e5,4,46,0,0.9996383669544985,0.036076464470782194
p7_repo_default_s202_47a7c467c6e5,4,47,0,0.9997906970801563,0.030701045384596587
p7_repo_default_s202_47a7c467c6e5,4,48,0,0.9997470210922303,0.041131138361775746
p7_repo_default_s202_47a7c467c6e5,4,49,0,0.9995069495507137,0.040112377425153646
p7_repo_default_s202_47a7c467c6e5,4,50,0,0.9996682755836744,0.03957226243454173
p7_repo_default_s202_47a7c467c6e5,4,51,0,0.9997872909749617,0.029568318456338144
p7_repo_default_s202_47a7c467c6e5,4,52,0,0.9997179764339132,0.033272079265219905
p7_repo_default_s202_47a7c467c6e5,4,53,0,0.9984394197352238,0.057779557522523464
p7_repo_default_s202_47a7c467c6e5,4,54,0,0.9956716185503695,0.09330857935504529
p7_repo_default_s202_47a7c467c6e5,4,55,0,0.9941458156708044,0.10866117861447487
p7_repo_default_s202_47a7c467c6e5,4,56,0,0.9930164651871815,0.11805620916474621
p7_repo_default_s202_47a7c467c6e5,4,57,0,0.9940284446940028,0.10920472984618632
p7_repo_default_s202_47a7c467c6e5,8,0,0,0.3982710355510388,1.1146304794930517
p7_repo_default_s202_47a7c467c6e5,8,1,0,0.7942845181972813,0.6865353314813829
p7_repo_default_s202_47a7c467c6e5,8,2,0,0.9120388376784101,0.4539869458203852
p7_repo_default_s202_47a7c467c6e5,8,3,0,0.9586595389914385,0.3171686930617635
p7_repo_default_s202_47a7c467c6e5,8,4,0,0.9789192210610658,0.22916140802764423
p7_repo_default_s202_47a7c467c6e5,8,5,0,0.9876697189532838,0.17543811119479602
p7_repo_default_s202_47a7c467c6e5,8,6,0,0.9948640208256991,0.12269367189353737
p7_repo_default_s202_47a7c467c6e5,8,7,0,0.9945994360538836,0.12654136220003903
p7_repo_default_s202_47a7c467c6e5,8,8,0,0.9796925755703517,0.20845010320371762
p7_repo_default_s202_47a7c467c6e5,8,9,0,0.9759691737652814,0.22490263425292656
p7_repo_default_s202_47a7c467c6e5,8,10,0,0.9674705354676051,0.2593636285055342
p7_repo_default_s202_47a7c467c6e5,8,11,0,0.9797194783246075,0.21852270610685043
p7_repo_default_s202_47a7c467c6e5,8,12,0,0.9963591676227277,0.1283284643235519
p7_repo_default_s202_47a7c467c6e5,8,13,0,0.997666877444774,0.10587409433560875
p7_repo_default_s202_47a7c467c6e5,8,14,0,0.9982787356353289,0.09464869824438642
p7_repo_default_s202_47a7c467c6e5,8,15,0,0.9985459694367714,0.09528358473457373
p7_repo_default_s202_47a7c467c6e5,8,16,0,0.9978367092545416,0.11194879075858455
p7_repo_default_s202_47a7c467c6e5,8,17,0,0.9980127645861981,0.10048651986988058
p7_repo_default_s202_47a7c467c6e5,8,18,0,0.9990538088268143,0.09428376932429595
p7_repo_default_s202_47a7c467c6e5,8,19,0,0.9988838051988442,0.09113314574540332
p7_repo_default_s202_47a7c467c6e5,8,20,0,0.9971131452334544,0.11952467318752664
p7_repo_default_s202_47a7c467c6e5,8,21,0,0.99805844006218,0.11007818304301589
p7_repo_default_s202_47a7c467c6e5,8,22,0,0.9990197227159002,0.08427499835228955
p7_repo_default_s202_47a7c467c6e5,8,23,0,0.9989223788625633,0.0895153101694746
p7_repo_default_s202_47a7c467c6e5,8,24,0,0.9988148307945033,0.08704519498827637
p7_repo_default_s202_47a7c467c6e5,8,25,0,0.9989583757197446,0.07089578595440336
p7_repo_default_s202_47a7c467c6e5,8,26,0,0.9972863937982837,0.11218667786225225
p7_repo_default_s202_47a7c467c6e5,8,27,0,0.9979274061297385,0.09052852245192967
p7_repo_default_s202_47a7c467c6e5,8,28,0,0.9976087187662577,0.0922498178269247
p7_repo_default_s202_47a7c467c6e5,8,29,0,0.9977961396707238,0.10836905046038718
p7_repo_default_s202_47a7c467c6e5,8,30,0,0.9982689245352939,0.09690034272822233
p7_repo_default_s202_47a7c467c6e5,8,31,0,0.998675430884684,0.08857623835053743
p7_repo_default_s202_47a7c467c6e5,8,32,0,0.9982543436468694,0.0960878818127728
p7_repo_default_s202_47a7c467c6e5,8,33,0,0.9968348076113023,0.11360931524537558
p7_repo_default_s202_47a7c467c6e5,8,34,0,0.9987959772661628,0.08409660342507408
p7_repo_default_s202_47a7c467c6e5,8,35,0,0.9986087337777461,0.08322254802484692
p7_repo_default_s202_47a7c467c6e5,8,36,0,0.9979329507156142,0.10782279839262472
p7_repo_default_s202_47a7c467c6e5,8,37,0,0.9989138342439307,0.09514775921175624
p7_repo_default_s202_47a7c467c6e5,8,38,0,0.9991463013396934,0.06010341842773746
p7_repo_default_s202_47a7c467c6e5,8,39,0,0.9991593219754559,0.0647367879335925
p7_repo_default_s202_47a7c467c6e5,8,40,0,0.999485658681848,0.0703213632638957
p7_repo_default_s202_47a7c467c6e5,8,41,0,0.9978114140123118,0.08674284082494498
p7_repo_default_s202_47a7c467c6e5,8,42,0,0.9974460607305653,0.10581265665707476
p7_repo_default_s202_47a7c467c6e5,8,43,0,0.9990127339473235,0.07515034306108685
p7_repo_default_s202_47a7c467c6e5,8,44,0,0.9988217112127056,0.09654914152595366
p7_repo_default_s202_47a7c467c6e5,8,45,0,0.9987095603663118,0.09339737893469822
p7_repo_default_s202_47a7c467c6e5,8,46,0,0.9986865761090187,0.09119074758873615
p7_repo_default_s202_47a7c467c6e5,8,47,0,0.9990530445222745,0.06901345749689156
p7_repo_default_s202_47a7c467c6e5,8,48,0,0.9982545186309,0.08105588786067904
p7_repo_default_s202_47a7c467c6e5,8,49,0,0.9882642054249333,0.1553496631496777
p7_repo_default_s202_47a7c467c6e5,8,50,0,0.9781003582871064,0.21022120774032818
p7_repo_default_s202_47a7c467c6e5,8,51,0,0.9727212040621126,0.2348455458872025
p7_repo_default_s202_47a7c467c6e5,8,52,0,0.9748550566736669,0.22421633717049563
p7_repo_default_s202_47a7c467c6e5,8,53,0,0.9820104956783874,0.18997835771416813
p7_repo_default_s202_47a7c467c6e5,12,0,0,0.42709347941769676,1.0258827987221832
p7_repo_default_s202_47a7c467c6e5,12,1,0,0.6837135081220428,0.8659079220923853
p7_repo_default_s202_47a7c467c6e5,12,2,0,0.932817777161003,0.4081909275968212
p7_repo_default_s202_47a7c467c6e5,12,3,0,0.951289010640785,0.3440021731745338
p7_repo_default_s202_47a7c467c6e5,12,4,0,0.8137945016588506,0.6556119547638709
p7_repo_default_s202_47a7c467c6e5,12,5,0,0.5893849078905603,1.0121813072696761
p7_repo_default_s202_47a7c467c6e5,12,6,0,0.5672613117305796,1.0638637383837564
p7_repo_default_s202_47a7c467c6e5,12,7,0,0.7913262169497821,0.7053154103593642
p7_repo_default_s202_47a7c467c6e5,12,8,0,0.9866767429607741,0.18767299696214376
p7_repo_default_s202_47a7c467c6e5,12,9,0,0.9943827838564117,0.13302110380970253
p7_repo_default_s202_47a7c467c6e5,12,10,0,0.995063418071379,0.11980453766003316
p7_repo_default_s202_47a7c467c6e5,12,11,0,0.9966470395336479,0.1150391913195065
p7_repo_default_s202_47a7c467c6e5,12,12,0,0.9949398051977969,0.1398782241496211
p7_repo_default_s202_47a7c467c6e5,12,13,0,0.9962029090040145,0.12045207582167265
p7_repo_default_s202_47a7c467c6e5,12,14,0,0.9983078894838254,0.11080557328968534
p7_repo_default_s202_47a7c467c6e5,12,15,0,0.9980486360418719,0.10018095006302269
p7_repo_default_s202_47a7c467c6e5,12,16,0,0.9956996823423276,0.12764249185996196
p7_repo_default_s202_47a7c467c6e5,12,17,0,0.996661544680254,0.12159907771858386
p7_repo_default_s202_47a7c467c6e5,12,18,0,0.9984323013513606,0.09104636746672483
p7_repo_default_s202_47a7c467c6e5,12,19,0,0.9986886607135314,0.09379152570987213
p7_repo_default_s202_47a7c467c6e5,12,20,0,0.9984818446721843,0.09373533413890464
p7_repo_default_s202_47a7c467c6e5,12,21,0,0.9988070292800949,0.07576413670041539
p7_repo_default_s202_47a7c467c6e5,12,22,0,0.9968550322645943,0.1228126433965435
p7_repo_default_s202_47a7c467c6e5,12,23,0,0.9975619409237427,0.09611411137261062
p7_repo_default_s202_47a7c467c6e5,12,24,0,0.9976726986792671,0.08563588095979117
p7_repo_default_s202_47a7c467c6e5,12,25,0,0.9977037296094504,0.10081444971998264
p7_repo_default_s202_47a7c467c6e5,12,26,0,0.9981232045805567,0.09584684613753156
p7_repo_default_s202_47a7c467c6e5,12,27,0,0.9984322304511342,0.08721649493240424
p7_repo_default_s202_47a7c467c6e5,12,28,0,0.997376878387198,0.10001339181742973
p7_repo_default_s202_47a7c467c6e5,12,29,0,0.9958744345129087,0.11670070346178789
p7_repo_default_s202_47a7c467c6e5,12,30,0,0.9985872855014304,0.08309573853519613
p7_repo_default_s202_47a7c467c6e5,12,31,0,0.9982886591301243,0.08981477236874444
p7_repo_default_s202_47a7c467c6e5,12,32,0,0.9973778302089393,0.11230883067841115
p7_repo_default_s202_47a7c467c6e5,12,33,0,0.9985214657770208,0.09498066030080446
p7_repo_default_s202_47a7c467c6e5,12,34,0,0.9989141911881846,0.06012032253366777
p7_repo_default_s202_47a7c467c6e5,12,35,0,0.9989898780637476,0.0663697675143441
p7_repo_default_s202_47a7c467c6e5,12,36,0,0.9994269572093125,0.06436723571897456
p7_repo_default_s202_47a7c467c6e5,12,37,0,0.9977129866064859,0.08629994636870093
p7_repo_default_s202_47a7c467c6e5,12,38,0,0.9972067895661408,0.1030637792645711
p7_repo_default_s202_47a7c467c6e5,12,39,0,0.9989855579635778,0.0724761279107892
p7_repo_default_s202_47a7c467c6e5,12,40,0,0.9987483126009901,0.10134954621320473
p7_repo_default_s202_47a7c467c6e5,12,41,0,0.9984904904004327,0.09535969859826751
p7_repo_default_s202_47a7c467c6e5,12,42,0,0.9986583970051498,0.08979796173246508
p7_repo_default_s202_47a7c467c6e5,12,43,0,0.9990225036009308,0.07284550357445137
p7_repo_default_s202_47a7c467c6e5,12,44,0,0.998078128949547,0.08629252679743422
p7_repo_default_s202_47a7c467c6e5,12,45,0,0.9867831448053441,0.16490088569201425
p7_repo_default_s202_47a7c467c6e5,12,46,0,0.9766342202891956,0.21782707233782103
p7_repo_default_s202_47a7c467c6e5,12,47,0,0.9708379819759954,0.24269428532177834
p7_repo_default_s202_47a7c467c6e5,12,48,0,0.9730314205951274,0.2320666835250648
p7_repo_default_s202_47a7c467c6e5,12,49,0,0.9803333125268241,0.1985047850106577
p7_repo_default_s202_47a7c467c6e5,16,0,0,0.09439317167360514,1.5605255200196737
p7_repo_default_s202_47a7c467c6e5,16,1,0,0.14664803000785767,1.7258064505656068
p7_repo_default_s202_47a7c467c6e5,16,2,0,0.2597798457418146,1.4292431239211807
p7_repo_default_s202_47a7c467c6e5,16,3,0,0.5964584391018372,0.9851169121005637
p7_repo_default_s202_47a7c467c6e5,16,4,0,0.9743375958866415,0.23776509673971238
p7_repo_default_s202_47a7c467c6e5,16,5,0,0.9902025737006869,0.14281015520917764
p7_repo_default_s202_47a7c467c6e5,16,6,0,0.9869029937100516,0.16137736677977083
p7_repo_default_s202_47a7c467c6e5,16,7,0,0.9948610015228436,0.11188425100963037
p7_repo_default_s202_47a7c467c6e5,16,8,0,0.9935407756097258,0.1271868937205777
p7_repo_default_s202_47a7c467c6e5,16,9,0,0.994493081615208,0.1163652304771338
p7_repo_default_s202_47a7c467c6e5,16,10,0,0.9959338145357086,0.09020996260788533
p7_repo_default_s202_47a7c467c6e5,16,11,0,0.9972521269580578,0.07859005352680222
p7_repo_default_s202_47a7c467c6e5,16,12,0,0.9957555424194294,0.10734355714478314
p7_repo_default_s202_47a7c467c6e5,16,13,0,0.9966063060212321,0.10305915364844327
p7_repo_default_s202_47a7c467c6e5,16,14,0,0.998348678016456,0.07587603477966884
p7_repo_default_s202_47a7c467c6e5,16,15,0,0.9983160660195537,0.07587757417362598
p7_repo_default_s202_47a7c467c6e5,16,16,0,0.9983203415271699,0.07503714575727166
p7_repo_default_s202_47a7c467c6e5,16,17,0,0.9983494085620007,0.06523286481874842
p7_repo_default_s202_47a7c467c6e5,16,18,0,0.9939207675690912,0.12764003710425503
p7_repo_default_s202_47a7c467c6e5,16,19,0,0.996667390476292,0.09496254965118155
p7_repo_default_s202_47a7c467c6e5,16,20,0,0.9978679793369687,0.07559152256776627
p7_repo_default_s202_47a7c467c6e5,16,21,0,0.9976485446473837,0.07935236162158894
p7_repo_default_s202_47a7c467c6e5,16,22,0,0.998553062545795,0.07287226565804493
p7_repo_default_s202_47a7c467c6e5,16,23,0,0.9984489580902869,0.06487215279829772
p7_repo_default_s202_47a7c467c6e5,16,24,0,0.9985418893618931,0.07009662825023316
p7_repo_default_s202_47a7c467c6e5,16,25,0,0.997382524401932,0.08737918968311079
p7_repo_default_s202_47a7c467c6e5,16,26,0,0.9989993801804107,0.06276036884616522
p7_repo_default_s202_47a7c467c6e5,16,27,0,0.9987098635883024,0.06639042938299872
p7_repo_default_s202_47a7c467c6e5,16,28,0,0.9979870886258219,0.0823672706473637
p7_repo_default_s202_47a7c467c6e5,16,29,0,0.9979642358254561,0.0722720008782182
p7_repo_default_s202_47a7c467c6e5,16,30,0,0.999180031066682,0.04643171361574642
p7_repo_default_s202_47a7c467c6e5,16,31,0,0.998742889894068,0.057074745636738394
p7_repo_default_s202_47a7c467c6e5,16,32,0,0.999520422786066,0.04471853359468268
p7_repo_default_s202_47a7c467c6e5,16,33,0,0.9982630786137089,0.06790691789050571
p7_repo_default_s202_47a7c467c6e5,16,34,0,0.9982125607126281,0.07539689258226212
p7_repo_default_s202_47a7c467c6e5,16,35,0,0.999213115465038,0.05292959560985463
p7_repo_default_s202_47a7c467c6e5,16,36,0,0.9990728042528508,0.07712536832189931
p7_repo_default_s202_47a7c467c6e5,16,37,0,0.9987381106137142,0.06871077356515574
p7_repo_default_s202_47a7c467c6e5,16,38,0,0.9990846768336014,0.0673370065080611
p7_repo_default_s202_47a7c467c6e5,16,39,0,0.999308801428234,0.05572948811832406
p7_repo_default_s202_47a7c467c6e5,16,40,0,0.9988434589377188,0.061378208060196844
p7_repo_default_s202_47a7c467c6e5,16,41,0,0.9910965316120135,0.13376591506251187
p7_repo_default_s202_47a7c467c6e5,16,42,0,0.9840990742841302,0.1784746887207399
p7_repo_default_s202_47a7c467c6e5,16,43,0,0.9796527553260987,0.20173626515930104
p7_repo_default_s202_47a7c467c6e5,16,44,0,0.9811788576642299,0.19344335102505936
p7_repo_default_s202_47a7c467c6e5,16,45,0,0.986693321585781,0.16296182082953456
p7_repo_default_s202_47a7c467c6e5,24,0,0,0.06596630907180484,1.345278378491302
p7_repo_default_s202_47a7c467c6e5,24,1,0,0.6737127500930432,0.8484214481653415
p7_repo_default_s202_47a7c467c6e5,24,2,0,0.9431561399721181,0.3331171135003169
p7_repo_default_s202_47a7c467c6e5,24,3,0,0.9671484062928217,0.2594792960029551
p7_repo_default_s202_47a7c467c6e5,24,4,0,0.9776105372845377,0.21978037711787063
p7_repo_default_s202_47a7c467c6e5,24,5,0,0.9871174360933587,0.16733919876670553
p7_repo_default_s202_47a7c467c6e5,24,6,0,0.995564447521671,0.10368134026043893
p7_repo_default_s202_47a7c467c6e5,24,7,0,0.9949183637619857,0.10451245961918847
p7_repo_default_s202_47a7c467c6e5,24,8,0,0.9938099517123921,0.11780195030461345
p7_repo_default_s202_47a7c467c6e5,24,9,0,0.9958189289943276,0.09836465970420308
p7_repo_default_s202_47a7c467c6e5,24,10,0,0.995038294562823,0.10961486332871907
p7_repo_default_s202_47a7c467c6e5,24,11,0,0.9915299715249396,0.13378582561739427
p7_repo_default_s202_47a7c467c6e5,24,12,0,0.9869314957877751,0.1614578656845863
p7_repo_default_s202_47a7c467c6e5,24,13,0,0.991474836879454,0.13228192533392652
p7_repo_default_s202_47a7c467c6e5,24,14,0,0.9976444835206147,0.08408216870817453
p7_repo_default_s202_47a7c467c6e5,24,15,0,0.9964169774235262,0.09597665750997801
p7_repo_default_s202_47a7c467c6e5,24,16,0,0.9969783817926031,0.10185128776219436
p7_repo_default_s202_47a7c467c6e5,24,17,0,0.9948176678309202,0.11877838667558778
p7_repo_default_s202_47a7c467c6e5,24,18,0,0.9979352264124612,0.08085732608009685
p7_repo_default_s202_47a7c467c6e5,24,19,0,0.9973594637267862,0.09123310262103713
p7_repo_default_s202_47a7c467c6e5,24,20,0,0.9969776119392079,0.11205897323079816
p7_repo_default_s202_47a7c467c6e5,24,21,0,0.9982395368647263,0.08858409341938138
p7_repo_default_s202_47a7c467c6e5,24,22,0,0.9987136372045827,0.06189458593854466
p7_repo_default_s202_47a7c467c6e5,24,23,0,0.9978183942531608,0.07764553746921221
p7_repo_default_s202_47a7c467c6e5,24,24,0,0.9990659272936361,0.06323363830239721
p7_repo_default_s202_47a7c467c6e5,24,25,0,0.9968326200826195,0.09782331034147498
p7_repo_default_s202_47a7c467c6e5,24,26,0,0.996045024784223,0.11282783939628332
p7_repo_default_s202_47a7c467c6e5,24,27,0,0.9986502900105657,0.07214865978234941
p7_repo_default_s202_47a7c467c6e5,24,28,0,0.9984511274990873,0.08918064775781859
p7_repo_default_s202_47a7c467c6e5,24,29,0,0.9977621243851772,0.08942011267541572
p7_repo_default_s202_47a7c467c6e5,24,30,0,0.9983368114383042,0.08919743935649553
p7_repo_default_s202_47a7c467c6e5,24,31,0,0.9987956032671359,0.07006766519275757
p7_repo_default_s202_47a7c467c6e5,24,32,0,0.9983152268480435,0.06475505340765307
p7_repo_default_s202_47a7c467c6e5,24,33,0,0.9827776776416927,0.18479489728901272
p7_repo_default_s202_47a7c467c6e5,24,34,0,0.9716988985147368,0.23632388548859046
p7_repo_default_s202_47a7c467c6e5,24,35,0,0.9675307608059243,0.25358329225822024
p7_repo_default_s202_47a7c467c6e5,24,36,0,0.9776269650129409,0.21046128222213567
p7_repo_default_s202_47a7c467c6e5,24,37,0,0.9869347261606212,0.1611687934932082
p7_repo_default_s202_47a7c467c6e5,32,0,0,0.5108609949542019,0.8940474853036775
p7_repo_default_s202_47a7c467c6e5,32,1,0,0.7882981331310492,0.6690457168051511
p7_repo_default_s202_47a7c467c6e5,32,2,0,0.8543374336359266,0.5648445373421979
p7_repo_default_s202_47a7c467c6e5,32,3,0,0.7676414741755225,0.7216266307820691
p7_repo_default_s202_47a7c467c6e5,32,4,0,0.8665481247410018,0.5107018166229527
p7_repo_default_s202_47a7c467c6e5,32,5,0,0.9521059379258953,0.30634540466318616
p7_repo_default_s202_47a7c467c6e5,32,6,0,0.9869811053860857,0.1656886375175744
p7_repo_default_s202_47a7c467c6e5,32,7,0,0.9857671845882108,0.17019087216677553
p7_repo_default_s202_47a7c467c6e5,32,8,0,0.9905928147528744,0.15156591180147883
p7_repo_default_s202_47a7c467c6e5,32,9,0,0.9897063846662438,0.15584261380377698
p7_repo_default_s202_47a7c467c6e5,32,10,0,0.9942546219894272,0.1227331140710086
p7_repo_default_s202_47a7c467c6e5,32,11,0,0.9928545828771137,0.12927096136775854
p7_repo_default_s202_47a7c467c6e5,32,12,0,0.9920190649360302,0.15283917781373052
p7_repo_default_s202_47a7c467c6e5,32,13,0,0.9946619914213872,0.11721369713158614
p7_repo_default_s202_47a7c467c6e5,32,14,0,0.9954081316545116,0.10224923692685907
p7_repo_default_s202_47a7c467c6e5,32,15,0,0.9956846656396577,0.10103518425997246
p7_repo_default_s202_47a7c467c6e5,32,16,0,0.9978691857976528,0.07792087880441517
p7_repo_default_s202_47a7c467c6e5,32,17,0,0.9959411159178524,0.10331717985662678
p7_repo_default_s202_47a7c467c6e5,32,18,0,0.9948227105296906,0.12157893937291696
p7_repo_default_s202_47a7c467c6e5,32,19,0,0.9971794618283534,0.08888238106353671
p7_repo_default_s202_47a7c467c6e5,32,20,0,0.9971834108047167,0.10670000203630435
p7_repo_default_s202_47a7c467c6e5,32,21,0,0.9965678277431688,0.10533207593134777
p7_repo_default_s202_47a7c467c6e5,32,22,0,0.9970708472949308,0.10382589494045452
p7_repo_default_s202_47a7c467c6e5,32,23,0,0.998445018088676,0.07703926685317847
p7_repo_default_s202_47a7c467c6e5,32,24,0,0.997753519977504,0.07399878976149009
p7_repo_default_s202_47a7c467c6e5,32,25,0,0.9826716599524261,0.1853965424251436
p7_repo_default_s202_47a7c467c6e5,32,26,0,0.973373401558761,0.22923359256419842
p7_repo_default_s202_47a7c467c6e5,32,27,0,0.9687404909357852,0.24858512571855537
p7_repo_default_s202_47a7c467c6e5,32,28,0,0.9780178805590739,0.20856681885618475
p7_repo_default_s202_47a7c467c6e5,32,29,0,0.986205927910899,0.16552521616982901
p6_repo_default_s202_918b9a87b276,4,0,0,0.14883360599085788,1.1323250353946415
p6_repo_default_s202_918b9a87b276,4,1,0,0.4321818242395828,1.1965686066429926
p6_repo_default_s202_918b9a87b276,4,2,0,0.9393674399337014,0.3747129995103347
p6_repo_default_s202_918b9a87b276,4,3,0,0.9809979623738763,0.20167092450500876
p6_repo_default_s202_918b9a87b276,4,4,0,0.9902907306238544,0.14973777790354342
p6_repo_default_s202_918b9a87b276,4,5,0,0.9940646438078764,0.12236367468158975
p6_repo_default_s202_918b9a87b276,4,6,0,0.9969837027680772,0.08541953671633253
p6_repo_default_s202_918b9a87b276,4,7,0,0.9977513996329865,0.07669052676241273
p6_repo_default_s202_918b9a87b276,4,8,0,0.998460416642263,0.08307768179372427
p6_repo_default_s202_918b9a87b276,4,9,0,0.9984460230811062,0.08025038228889612
p6_repo_default_s202_918b9a87b276,4,10,0,0.998851230772295,0.06613700572425106
p6_repo_default_s202_918b9a87b276,4,11,0,0.9992648116416408,0.05954229754412357
p6_repo_default_s202_918b9a87b276,4,12,0,0.9990054000075019,0.07221102819193649
p6_repo_default_s202_918b9a87b276,4,13,0,0.9994618533625984,0.05220127251394082
p6_repo_default_s202_918b9a87b276,4,14,0,0.9986944787463744,0.08839220246531523
p6_repo_default_s202_918b9a87b276,4,15,0,0.9985667667196632,0.08853603868234271
p6_repo_default_s202_918b9a87b276,4,16,0,0.9983785569155432,0.08090355711845082
p6_repo_default_s202_918b9a87b276,4,17,0,0.9991021872907513,0.06926223576554326
p6_repo_default_s202_918b9a87b276,4,18,0,0.999428495632181,0.05678846656472399
p6_repo_default_s202_918b9a87b276,4,19,0,0.9996264859885758,0.04649886137752659
p6_repo_default_s202_918b9a87b276,4,20,0,0.9992052524441293,0.06123988551943925
p6_repo_default_s202_918b9a87b276,4,21,0,0.9986367939289609,0.08492688363421959
p6_repo_default_s202_918b9a87b276,4,22,0,0.9989996827216227,0.06389535826818481
p6_repo_default_s202_918b9a87b276,4,23,0,0.9992439841209917,0.06232573072380957
p6_repo_default_s202_918b9a87b276,4,24,0,0.9979314385250693,0.0869153712909547
p6_repo_default_s202_918b9a87b276,4,25,0,0.998887401399971,0.06827837154987237
